id,title,cast_name,director,original_language,spoken_languages,release_date,runtime,status,genres,keywords,production_companies,production_countries,profit,budget,revenue,popularity,vote_average,vote_count
38356,Transformers: Dark of the Moon,"['Shia LaBeouf', 'John Malkovich', 'Ken Jeong', 'Frances McDormand', 'Josh Duhamel', 'Tyrese Gibson', 'Hugo Weaving', 'Leonard Nimoy', 'John Turturro', 'Rosie Huntington-Whiteley', 'Patrick Dempsey', 'Alan Tudyk', 'Peter Cullen', 'Glenn Morshower', 'Charlie Adler', 'Robert Foxworth', 'James Remar', 'Frank Welker', 'Jess Harnell', 'Tom Kenny', 'Reno Wilson', 'Ron Bottitta', 'Scott Krinsky', 'John DiMaggio', 'Julie White', 'Kevin Dunn', 'Keith Szarabajka', 'George Coe', 'Derek Miller', 'Katherine Sigismund', 'David Hill', 'Andrew Daly', 'Lester Speight', 'Buzz Aldrin', ""Bill O'Reilly"", 'Mark Ryan', 'Francesco Quinn', 'Frank Welker', 'Stephen Monroe Taylor']",['Michael Bay'],en,['English'],2011-06-28,154.0,Released,"['Action', 'Science Fiction', 'Adventure']","['moon', 'spacecraft', 'traitor', 'bodyguard', 'alien planet', 'based on cartoon', 'transformers', 'giant robot', 'sabotage', 'word domination', 'commando', 'duringcreditsstinger']","['Paramount Pictures', 'Di Bonaventura Pictures', 'Indochina Productions', 'Hasbro Studios']",['United States of America'],928746996,195000000,1123746996,28.529607,6.1,3299
217,Indiana Jones and the Kingdom of the Crystal Skull,"['Harrison Ford', 'Cate Blanchett', 'Shia LaBeouf', 'Ray Winstone', 'Karen Allen', 'John Hurt', 'Jim Broadbent', 'Andrew Divoff', 'Igor Jijikine', 'Pavel Lychnikoff', 'Alan Dale', 'Ernie Reyes, Jr.', 'Dimitri Diatchenko', 'Ilia Volok', 'Emmanuel Todorov', 'Venya Manzyuk', 'Joel Stoffer', 'Neil Flynn', 'V.J. Foster', 'Chet Hanks', 'Brian Knutson', 'Dean Grimes', 'Sasha Spielberg', 'Nicole Luther', 'Sophia Stewart', 'Chris Todd', 'Dennis Nusbaum', 'T. Ryan Mooney', 'Audi Resendez', 'Helena Barrett', 'Carlos Linares', 'Gustavo Hernandez', 'Maria Luisa Minelli', 'Nito Larioza', 'Jon Valera', 'Kevin Collins', 'Robert Baker', 'Steven A. Miller']",['Steven Spielberg'],en,"['English', 'Deutsch', 'Pусский']",2008-05-21,122.0,Released,"['Adventure', 'Action']","['saving the world', 'riddle', 'whip', 'treasure', 'mexico city', 'leather jacket', 'machinegun', 'alien phenomenons', 'maya civilization', 'peru', 'treasure hunt', 'nuclear explosion', 'refrigerator', 'archaeologist', 'indiana jones', 'archeology\xa0']","['Lucasfilm', 'Paramount Pictures']",['United States of America'],601636033,185000000,786636033,75.674458,5.7,2495
105864,The Good Dinosaur,"['Raymond Ochoa', 'Jack Bright', 'Jeffrey Wright', 'Frances McDormand', 'Maleah Nipay-Padilla', 'Ryan Teeple', 'Jack McGraw', 'Marcus Scribner', 'Peter Sohn', 'Steve Zahn', 'Mandy Freund', 'Steven Clay Hunter', 'A.J. Buckley', 'Anna Paquin', 'Sam Elliott', 'David Boat', 'Carrie Paff', 'Calum Grant', 'John Ratzenberger']",['Peter Sohn'],en,['English'],2015-11-14,93.0,Released,"['Adventure', 'Animation', 'Family']","['tyrannosaurus rex', 'friends', 'alternate history', 'dinosaur', 'fear', 'storm', 'nature', 'human', 'journey']","['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],156926147,175000000,331926147,51.692953,6.6,1736
62177,Brave,"['Kelly Macdonald', 'Julie Walters', 'Billy Connolly', 'Emma Thompson', 'Kevin McKidd', 'Craig Ferguson', 'Robbie Coltrane', 'Peigi Barker', 'Steven Cree', 'Steve Purcell', ""Callum O'Neill"", 'Patrick Doyle', 'John Ratzenberger', 'Sally Kinghorn', 'Eilidh Fraser']","['Brenda Chapman', 'Mark Andrews', 'Steve Purcell']",en,['English'],2012-06-21,93.0,Released,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']","['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'courage', '3d']","['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],353983207,185000000,538983207,125.114374,6.7,4641
188927,Star Trek Beyond,"['Chris Pine', 'Zachary Quinto', 'Karl Urban', 'Simon Pegg', 'Zoe Saldana', 'John Cho', 'Anton Yelchin', 'Sofia Boutella', 'Idris Elba', 'Joe Taslim', 'Lydia Wilson', 'Sara Forsberg', 'Deep Roy', 'Melissa Roxburgh', 'Shohreh Aghdashloo', 'Greg Grunberg', 'Danny Pudi', 'Kim Kold', 'Anita Brown', 'Doug Jung', 'Dan Payne', 'Shea Whigham', 'Jeff Bezos', 'Fiona Vroom', 'Priya Rajaratnam', 'Adam DiMarco', 'Roxanne Fernandes', 'Fraser Aitcheson', 'Matthew MacCaull', 'Emy Aneke', 'Jennifer Cheon', 'Jarod Joseph', 'Jeremy Raymond']",['Justin Lin'],en,['English'],2016-07-07,122.0,Released,"['Action', 'Adventure', 'Science Fiction']","['sequel', 'stranded', 'hatred', 'space opera']","['Paramount Pictures', 'Bad Robot', 'Perfect Storm Entertainment', 'Alibaba Pictures Group', 'Skydance Media', 'Sneaky Shark', 'Huahua Media']",['United States of America'],158471816,185000000,343471816,65.352913,6.6,2568
10681,WALL·E,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'John Ratzenberger', 'Kathy Najimy', 'Teresa Ganzel', 'Laraine Newman', 'MacInTalk', 'Teddy Newton', 'Bob Bergen', 'John Cygan', 'Pete Docter', 'Paul Eiding', 'Donald Fullilove', 'Jess Harnell', 'Sherry Lynn', 'Mickie McGowan', 'Lori Alan', 'Colette Whitaker', 'Jan Rabson', 'Jeff Pidgeon', 'Lori Richardson', 'Andrew Stanton', 'Jim Ward', 'Kim Kopf', 'Angus MacLane', 'Garrett Palmer', 'Sigourney Weaver']",['Andrew Stanton'],en,['English'],2008-06-22,98.0,Released,"['Animation', 'Family']",['romantic comedy'],"['Walt Disney Pictures', 'Pixar Animation Studios', 'FortyFour Studios']",['United States of America'],341311860,180000000,521311860,66.390712,7.8,6296
5174,Rush Hour 3,"['Chris Tucker', 'Jackie Chan', 'Hiroyuki Sanada', 'Max von Sydow', 'Yvan Attal', 'Roman Polanski', 'Zhang Jingchu', 'Philip Baker Hall', 'Noémie Lenoir', 'Sarah Shahi', 'Youki Kudoh', 'Tzi Ma', 'Dana Ivey', 'Henry O', 'Mia Tyler', 'Michael Chow', 'Kentaro', 'Ann Christine']",['Brett Ratner'],en,"['Latin', 'English', 'Français', '日本語', '普通话']",2007-08-08,91.0,Released,"['Action', 'Comedy', 'Crime', 'Thriller']",['ambassador'],['New Line Cinema'],['United States of America'],118022233,140000000,258022233,22.57178,6.1,783
14161,2012,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor', 'Thandie Newton', 'Oliver Platt', 'Tom McCarthy', 'Woody Harrelson', 'Danny Glover', 'Liam James', 'Morgan Lily', 'Beatrice Rosen', 'Johann Urb', 'John Billingsley', 'Chin Han', 'Osric Chau', 'Lisa Lu', 'Chang Tseng', 'Blu Mankuma', 'George Segal', 'Stephen McHattie', 'Jimi Mistry', 'Ryan McDonald', 'Zlatko Burić', 'Philippe Haussmann', 'Alexandre Haussmann', 'Beverley Elliott', 'Patrick Bauchau', 'Tanya Champoux', 'Merrilyn Gann', 'Henry O', 'Patrick Gilmore', 'Dean Marshall', 'Ron Selmour', 'Viv Leacock', 'Chris Boyd', 'Jason Diablo', 'Anna Mae Routledge', 'Jill Morrison', 'Chad Riley', 'Jason Anthony Griffith', 'Alex Zahara', 'Donna Yamamoto', 'Doron Bell', 'David Orth', 'Ty Olsson', 'Lyndall Grant', 'Agam Darshi', 'Raj Lal', 'Alexandra Castillo', 'John Mee', 'Candus Churchill', 'Luis Javier']",['Roland Emmerich'],en,"['English', 'Français', 'हिन्दी', 'Italiano', 'Latin', '普通话', 'Português', 'Pусский', '']",2009-10-10,158.0,Released,"['Action', 'Adventure', 'Science Fiction']","['civilization', 'natural disaster', 'end of the world', 'disaster', 'apocalypse', 'destruction', 'volcanic eruption', 'mayan', 'ark', 'solar', 'destruction  of mankind']","['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']","['Canada', 'United States of America']",569653595,200000000,769653595,45.274225,5.6,4903
17979,A Christmas Carol,"['Gary Oldman', 'Jim Carrey', 'Steve Valentine', 'Daryl Sabara', 'Sage Ryan', 'Amber Gainey Meade', 'Ryan Ochoa', 'Bobbi Page', 'Ron Bottitta', 'Sammi Hanratty', 'Julian Holloway', 'Colin Firth', 'Cary Elwes', 'Robin Wright', 'Bob Hoskins', 'Lesley Manville', 'Molly C. Quinn', 'Callum Blue']",['Robert Zemeckis'],en,['English'],2009-11-04,96.0,Released,"['Animation', 'Drama']","['holiday', 'based on novel', 'victorian england', 'money', 'christmas eve', 'scrooge', 'christmas carol', 'ghost', 'lesson', 'charles dickens', 'christmas']","['Walt Disney', 'ImageMovers']",['United States of America'],125233863,200000000,325233863,39.744242,6.6,1095
76757,Jupiter Ascending,"['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne', 'Douglas Booth', 'Tuppence Middleton', 'Gugu Mbatha-Raw', 'Nikki Amuka-Bird', 'Christina Cole', 'Nicholas A. Newman', 'Ramon Tikaram', 'Ariyon Bakare', 'Maria Doyle Kennedy', 'Frog Stone', 'David Ajala', 'Bae Doona', 'Terry Gilliam', 'Vanessa Kirby', ""James D'Arcy"", 'Simon Dutton', 'Spencer Wilding', 'Demi Kazanis', 'Kick Gurry', 'Tim Pigott-Smith', 'Charlotte Beaumont', 'Neil Fingleton', 'Jeremy Swift', 'Katherine Cunningham', 'Luke Neal', 'Dilyana Bouklieva', 'Edward Hogg', 'Jozef Aoki', ""Tamela D'Amico"", 'Kara Lily Hayworth', 'Tim Connolly', 'Alexandra Fraser', 'Charlotte Rickard', ""Hazel D'Jan"", 'Eric Ian', 'Derek Blankenship', 'Symara A. Templeman', 'Ekaterina Zalitko', 'Sharon Coleman', 'Georgia Winters', 'Mark Norris', 'Edd Osmond', 'Jon Norris', 'Elina Alminas', 'Andy Ahrens', 'Jermaine Tindell', 'Karen Anderson', 'Vander McLeod', 'Thomas Gaitsch', 'Oleg Nasobin', 'Sarah Campbell', 'Olia Klein', 'Kenny Knight', 'Rimmel Daniel', 'Sarah Crowden', 'Cliff Fleming', 'Sean Baker', 'Nathan Geist', 'Raiden Integra', 'Ryan Browning Johnson', 'Clem So', 'Claire Benedict']","['Lilly Wachowski', 'Lana Wachowski']",en,['English'],2015-02-04,124.0,Released,"['Science Fiction', 'Fantasy', 'Action', 'Adventure']","['jupiter', 'space', 'woman director', '3d', 'interspecies romance']","['Village Roadshow Pictures', 'Dune Entertainment', 'Anarchos Productions', 'Warner Bros.']",['United States of America'],7987720,176000003,183987723,85.36908,5.2,2768
258489,The Legend of Tarzan,"['Alexander Skarsgård', 'Margot Robbie', 'Christoph Waltz', 'Samuel L. Jackson', 'Djimon Hounsou', 'Jim Broadbent', 'Casper Crump', 'Yule Masiteng', 'Ben Chaplin', 'Sidney Ralitsoele', 'Simon Russell Beale', 'Osy Ikhile', 'Mens-Sana Tamakloe', 'Antony Acheampong', 'Edward Apeagyei', 'Ashley Byam', 'Charles Babalola', 'William Wollen', 'Mimi Ndiweni', 'Matt Cross', 'Madeleine Worrall', 'Rory J. Saper', 'Hadley Fraser', ""Genevieve O'Reilly"", 'Paul Hamilton', 'Christopher Benjamin', 'Bentley Kalu', 'Abi Adeyemi', 'Joy Isa', 'Alex Ferns', 'Liv Hansen', 'Alicia Woodhouse', 'Matt Townsend', 'Lasco Atkins']",['David Yates'],en,['English'],2016-06-29,109.0,Released,"['Action', 'Adventure']","['africa', 'feral child', 'tarzan', 'jungle', 'animal attack']","['Village Roadshow Pictures', 'Dark Horse Entertainment', 'Jerry Weintraub Productions', 'RatPac-Dune Entertainment', 'Beagle Pug Films', 'Riche Productions', 'Village Roadshow Films North America']","['Canada', 'United Kingdom', 'United States of America']",176743061,180000000,356743061,42.741719,5.5,2430
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","['William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Liam Neeson', 'Tilda Swinton', 'James McAvoy', 'Jim Broadbent', 'Kiran Shah', 'James Cosmo', 'Judy McIntosh', 'Elizabeth Hawthorne', 'Patrick Kake', 'Rachael Henley', 'Mark Wells', 'Noah Huntley', 'Sophie Winkleman', 'Ray Winstone', 'Dawn French', 'Rupert Everett', 'Cameron Rhodes', 'Philip Steuer', 'Sim Evan-Jones', 'Michael Madsen']",['Andrew Adamson'],en,"['English', 'Deutsch']",2005-12-07,143.0,Released,"['Adventure', 'Family', 'Fantasy']","['saving the world', 'witch', 'based on novel', 'brother sister relationship', 'self sacrifice', 'winter', 'cupboard', 'beaver', 'lion', 'fairy-tale figure', 'battle', 'narnia', 'fantasy world', 'duringcreditsstinger']","['Walt Disney', 'Walden Media']","['United Kingdom', 'United States of America']",568806957,180000000,748806957,67.391328,6.7,2629
246655,X-Men: Apocalypse,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Oscar Isaac', 'Rose Byrne', 'Evan Peters', 'Josh Helman', 'Sophie Turner', 'Tye Sheridan', 'Lucas Till', 'Kodi Smit-McPhee', 'Ben Hardy', 'Alexandra Shipp', 'Lana Condor', 'Olivia Munn', 'Warren Scherer', 'Rochelle Okoye', 'Monique Ganderton', 'Fraser Aitcheson', 'Abdulla Hamam', 'Hesham Hammoud', 'Antonio Daniel Hidalgo', 'Al Maini', 'Berdj Garabedian', 'Ally Sheedy', 'Anthony Konechny', 'Emma Elle Paterson', 'Manuel Sinor', 'Gustave Ouimet', 'Lukas Penar', 'Ryan Hollyman', 'Joanne Boland', 'Nabeel El Khafif', 'Manuel Tadros', 'Abanoub Andraous', 'Aladeen Tawfeek', 'Carolina Bartczak', 'T. J. McGibbon', 'Davide Chiazzese', 'Sebastian Naskrent', 'Boris Sichon', 'Martin Skorek', 'Kamil Orzechowski', 'Michael Terlecki', 'Ahmed Osman', 'Ziad Ghanem', 'Moataz Fathi', 'Tómas Lemarquis', 'James Loye', 'Zehra Leverman', 'Herb Luft', 'Stan Lee', 'Joan Lee', 'Stephen Bogaert', 'John Bourgeois', 'Conrad Coates', 'Dan Lett', 'Adrian G. Griffiths', 'Shawn Campbell', 'Joe Cobden', 'Henry Hallowell', 'Danielle Dury', 'Naomi Frenette', 'Aj Risi', 'Raphaël Dury', 'Ian Rosenberg', 'Erika Heather Mergl', 'Tauntaun', 'Mary-Piper Gaudet', 'Josh Madryga', 'Scott Cook', 'Allen Keng', 'Tally Rodin', 'Francis Limoges', 'Tsu-Ching Yu', 'Karl Walcott', 'Desmond Campbell', 'Ian Geldart', 'John Ottman', 'Linda Joyce Nourse', 'Zeljko Ivanek', 'Christopher B. MacCabe', 'Chris Cavener', 'Ronald Tremblay', 'Joseph Bellerose', 'Philippe Hartmann', 'Sebastien Teller', 'Alexander Peganov', 'Simon Therrien', 'Patrice Martre', 'James Malloch', 'Vladimir Alexis', 'Jason Deline', 'Hugh Jackman']",['Bryan Singer'],en,['English'],2016-05-18,144.0,Released,['Science Fiction'],"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']","['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Kinberg Genre']",['United States of America'],365934787,178000000,543934787,139.272042,6.4,4721
155,The Dark Knight,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy', 'Chin Han', 'Nestor Carbonell', 'Eric Roberts', 'Ritchie Coster', 'Anthony Michael Hall', 'Keith Szarabajka', 'Colin McFarlane', 'Joshua Harto', 'Melinda McGraw', 'Nathan Gamble', 'Michael Vieau', 'Michael Stoyanov', 'William Smillie', 'Michael Jai White', 'Danny Goldring', ""Matthew O'Neill"", 'William Fichtner', 'Olumiji Olawumi', 'Greg Beam', 'Erik Hellman', 'Beatrice Rosen', 'Vincenzo Nicoli', 'Edison Chen', 'Nydia Rodriguez Terracina', 'Andy Luther', 'James Farruggio', 'Tom McElroy', 'Will Zahrn', 'James Fierro', 'Patrick Leahy', 'Sam Derence', 'Jennifer Knox', 'Patrick Clear', 'Sarah Jayne Dunn', 'Charles Venn', 'Winston G. Ellis', 'David Dastmalchian', 'Sophia Hinshelwood', 'Keith Kupferer', 'Joseph Luis Caballero', 'Richard Dillane', 'Daryl Satcher', 'Chris Petschler', 'Aidan Feore', 'Philip Bulcock', 'Paul Birchard', 'Walter Lewis', 'Vincent Riotta', 'Nancy Crane', 'K. Todd Freeman', 'Matt Shallenberger', 'Michael Andrew Gorman', 'Lanny Lutz', 'Peter DeFaria', 'Matt Rippy', 'Andrew Bicknell', 'Ariyon Bakare', 'Doug Ballard', 'Helene Wilson', 'Tommy Campbell', 'Craig Heaney', 'Lorna Gayle', 'Lisa McAllister', 'Peter Brooke', 'Joshua Rollins', 'Dale Rivera', 'Matthew Leitch', 'Tom Lister Jr.', 'Thomas Gaitsch', 'William Armstrong', 'Adam Kalesperis', 'Tristan Tait', 'Bronson Webb', 'David Ajala', 'Gertrude Kyles', 'Jonathan Ryland', 'James Scales', 'Nigel Carrington', 'Ian Pirie', 'Lateef Lovejoy', 'Grahame Edwards', 'Roger Monk', 'Ronan Summers', 'Wai Wong', 'Michael Corey Foster', 'Hannah Gunn', 'Brandon Lambdin', 'Jon Lee Brody', 'Debbi Burns', 'Maritza Cabrera', 'Shirin Caiola', 'Laura Chernicky', 'Henry Milton Chu', 'Kelli Clevenger', 'Richard Divizio', 'Tony Domino', 'David Fultz', 'Natalie Hallam', 'Jordon Hodges', 'Erron Jay', 'Daniel Jefferson', 'Nicky Katt', 'Thomas Kosik', 'Don Kress', 'Tim Krueger', 'Dan Latham', 'Tom McComas', 'James Mellor', 'Joseph Oliveira', 'Buster Reeves', 'Peter Rnic', 'Amit Shah', 'Michelle Shields', 'Sofiya Smirnova', 'Bruce Spielbauer', 'Robert Patrick Stern', 'Robert Stone', 'Richard Strobel', 'Tom Townsend', 'John Turk', 'John Warman', 'Erik A. Williams', 'Chris Wilson', 'Kevin Zaideman']",['Christopher Nolan'],en,"['English', '普通话']",2008-07-16,152.0,Released,"['Drama', 'Action', 'Crime', 'Thriller']","['dc comics', 'crime fighter', 'secret identity', 'scarecrow', 'sadism', 'chaos', 'gotham city', 'vigilante', 'joker', 'superhero', 'based on comic book', 'tragic hero', 'organized crime', 'criminal mastermind', 'district attorney', 'imax', 'super villain', 'super powers', 'batman']","['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']","['United Kingdom', 'United States of America']",819558444,185000000,1004558444,187.322927,8.2,12002
14160,Up,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'John Ratzenberger', 'David Kaye', 'Elie Docter', 'Jeremy Leary', 'Mickie McGowan', 'Danny Mann', 'Donald Fullilove', 'Jess Harnell', 'Josh Cooley', 'Pete Docter']",['Pete Docter'],en,['English'],2009-05-13,96.0,Released,"['Animation', 'Comedy', 'Family', 'Adventure']","['age difference', 'central and south america', 'balloon', 'animation', 'floating in the air', 'duringcreditsstinger', 'exploring']",['Pixar Animation Studios'],['United States of America'],560099082,175000000,735099082,92.201962,7.7,6870
15512,Monsters vs Aliens,"['Seth Rogen', 'Reese Witherspoon', 'Hugh Laurie', 'Paul Rudd', 'Kiefer Sutherland', 'Rainn Wilson', 'Will Arnett', 'Stephen Colbert', 'Jimmy Kimmel', 'Julie White', 'Jeffrey Tambor', 'Amy Poehler', 'Ed Helms', 'Renée Zellweger', 'Sean Bishop', 'Rich Dietl', 'Rob Letterman', 'Tom McGrath', 'Chris Miller', 'Mike Mitchell', 'Kent Osborne', 'Latifa Ouaou', 'Geoffrey Pomeroy', 'David P. Smith', 'Lisa Stewart', 'Conrad Vernon', 'John Krasinski', 'Stephen Kearin']","['Conrad Vernon', 'Rob Letterman']",en,['English'],2009-03-19,94.0,Released,"['Animation', 'Family', 'Adventure', 'Science Fiction']","['alien', 'giant robot', 'duringcreditsstinger']",['DreamWorks Animation'],['United States of America'],206509870,175000000,381509870,36.167578,6.0,1423
1726,Iron Man,"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Shaun Toub', 'Gwyneth Paltrow', 'Faran Tahir', 'Paul Bettany', 'Leslie Bibb', 'Clark Gregg', 'Will Lyman', 'Jon Favreau', 'Samuel L. Jackson', 'Stan Lee', 'Tom Morello', 'Jim Cramer', 'Sayed Badreya', 'Bill Smitrovich', 'Peter Billingsley', 'Tim Guinee', 'Marco Khan', 'Daston Kalili', 'Ido Ezra', 'Kevin Foster', 'Garret Noël', 'Eileen Weisinger', 'Ahmed Ahmed', 'Fahim Fazli', 'Gerard Sanders', 'Tim Rigby', 'Russell Richardson', 'Nazanin Boniadi', 'Thomas Craig Plumer', 'Robert Berkman', 'Stacy Stas', 'Lauren Scyphers', 'Frank Nyi', 'Marvin Jordan', 'Donna Evans', 'Reid Harper', 'Summer Kylie Remington', 'Ava Rose Williams', 'Vladimir Kubr', 'Callie Croughwell', 'Javan Tahir', 'Sahar Bibiyan', ""Patrick O'Connell"", 'Adam Harrington', 'Meera Simhan', 'Ben Newmark', 'Ricki Lander', 'Jeannine Kaspar', 'Sarah Cahill', 'Justin Rex', 'Zorianna Kit', 'Lana Kinnear', 'Nicole Lindeblad', 'Masha Lund', 'Gabrielle Tuite', 'Tim Griffin', 'Joshua Harto', 'Micah A. Hauptman', 'James Bethea', 'Jeffrey Ashkin', 'Russell Bobbitt', 'Vianessa Castaños', 'Mike Cochrane', 'Crystal Marie Denha', 'Mellany Gandara', 'Halla', 'Rodrick Hersh', 'Kristin J. Hooper', 'Chris Jalandoni', 'Steve Janousek', 'Laura Liguori', 'Flavia Manes Rossi', 'Anthony Martins', 'Robert McMurrer', 'James M. Myers', 'America Olivo', 'Sylvette Ortiz', 'Brett Padelford', 'Ajani Perkins', 'Chris Reid', 'Toi Rose', 'George F. Watson', 'David Zyler', 'Nick W. Nicholson']",['Jon Favreau'],en,"['English', 'فارسی', 'اردو', 'العربية']",2008-04-30,126.0,Released,"['Action', 'Science Fiction', 'Adventure']","['middle east', 'arms dealer', 'malibu', 'marvel comic', 'superhero', 'based on comic book', 'tony stark', 'iron man', 'aftercreditsstinger', 'marvel cinematic universe', 'counter terrorism', 'agent coulson']",['Marvel Studios'],['United States of America'],445174222,140000000,585174222,120.725053,7.4,8776
44826,Hugo,"['Ben Kingsley', 'Sacha Baron Cohen', 'Asa Butterfield', 'Chloë Grace Moretz', 'Ray Winstone', 'Emily Mortimer', 'Christopher Lee', 'Helen McCrory', 'Michael Stuhlbarg', 'Frances de la Tour', 'Richard Griffiths', 'Jude Law', 'Kevin Eldon', 'Gulliver McGrath', 'Angus Barnett', 'Edmund Kingsley', 'Max Wrottesley', 'Marco Aponte', 'Christos Lawton', 'Ben Addis', 'Lasco Atkins', 'Graham Curry', 'Eric Haldezos', 'Hugo Malpeyre', 'Gino Picciano', 'Michael Pitt', 'Martin Scorsese', 'Brian Selznick']",['Martin Scorsese'],en,['English'],2011-11-22,126.0,Released,"['Adventure', 'Drama', 'Family']","['library', 'clock', 'film director', 'key', 'toy', 'boy', 'love', 'orphan', 'robot', 'automaton', 'hiding', 'filmmaking', 'leg brace', 'doberman', '3d']","['Paramount Pictures', 'Infinitum Nihil', 'GK Films']","['France', 'United States of America', 'United Kingdom']",15770160,170000000,185770160,32.319043,7.0,2141
8487,Wild Wild West,"['Will Smith', 'Kevin Kline', 'Kenneth Branagh', 'Salma Hayek', 'M. Emmet Walsh', 'Ted Levine', 'Frederique van der Wal', 'Musetta Vander', 'Sofia Eng', 'Garcelle Beauvais', 'Bai Ling', 'Rodney A. Grant', 'E.J. Callahan', 'Debra Christofferson', 'Buck Taylor', 'James Lashly', 'Dean Rader Duval', 'Jerry Wills', 'Mike H. McGaughy', 'Christian Aubert', 'Orestes Matacena', 'Ian Abercrombie', ""Ismael 'East' Carlo"", 'Bob Rumnock', 'Gary Carlos Cervantes', 'Jerry Potter', 'Mik Scriba', 'Michael Sims', 'Natalie Fabry']",['Barry Sonnenfeld'],en,['English'],1999-06-29,106.0,Released,"['Action', 'Adventure', 'Comedy', 'Science Fiction', 'Western']","['steampunk', 'based on tv series', 'steam locomotive', 'drag']","['Todman, Simon, LeMasters Productions', 'Warner Bros.', 'Peters Entertainment', 'Sonnenfeld Josephson Worldwide Entertainment']",['United States of America'],52104681,170000000,222104681,40.748915,5.1,1020
1735,The Mummy: Tomb of the Dragon Emperor,"['Brendan Fraser', 'Jet Li', 'John Hannah', 'Maria Bello', 'Luke Ford', 'Michelle Yeoh', 'Isabella Leong', 'Anthony Wong', 'Russell Wong', 'Liam Cunningham', 'David Calder', 'Jessey Meng', 'Tian Liang', 'Albert Kwan', 'Wu Jing']",['Rob Cohen'],en,"['English', '普通话', '']",2008-07-01,112.0,Released,"['Adventure', 'Action', 'Fantasy']",[],"['Universal Pictures', 'China Film Co-Production Corporation', 'Relativity Media', 'Alphaville Films', 'Sommers Company, The']","['Germany', 'United States of America']",256128639,145000000,401128639,60.034162,5.2,1387
